"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094290","1986-10-12","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0","P,,0,","    0","P,,0,","  200",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-13","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0","P,,0,","    0","P,,0,","  189",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-14","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0","P,,0,","    0","P,,0,","  183",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-15","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0","P,,0,","    0","P,,0,","  183",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-16","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0","P,,0,","    0","P,,0,","  128",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-17","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0","P,,0,","    0","P,,0,","  144",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-18","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0","P,,0,","    0","P,,0,","  139",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-19","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0","P,,0,","    0","P,,0,","  156",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-20","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0","P,,0,","    0","P,,0,","  183",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-21","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0","P,,0,","    0","P,,0,","  167",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-22","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0","P,,0,","    0","P,,0,","  178",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-23","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0","P,,0,","    0","P,,0,","  183",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-24","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    5",",,0,2400","    0","P,,0,","    0","P,,0,","  189",",,0","  106",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-25","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  264",",,0,2400","    0","P,,0,","    0","P,,0,","  156",",,0","  133",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-26","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  660",",,0,2400","    0","P,,0,","    0","P,,0,","  167",",,0","  133",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-27","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   25",",,0,2400","    0","P,,0,","    0","P,,0,","  178",",,0","  122",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-28","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0","P,,0,","    0","P,,0,","  178",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-29","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   74",",,0,2400","    0","P,,0,","    0","P,,0,","  183",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-30","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   58",",,0,2400","    0","P,,0,","    0","P,,0,","  128",",,0","  106",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-10-31","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   33",",,0,2400","    0","P,,0,","    0","P,,0,","  139",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-01","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","  139",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-02","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","  106",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-03","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","  100",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-04","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  111",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-05","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   91",",,0,2400","    0",",,0,","    0",",,0,","  117",",,0","   94",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-06","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  117",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-07","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   61",",,0,2400","    0",",,0,","    0",",,0,","  100",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-08","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    8",",,0,2400","    0",",,0,","    0",",,0,","   94",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-09","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","   67",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-10","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0",",,0,","    0",",,0,","   56",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-11","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   28",",,0,2400","    0",",,0,","    0",",,0,","   94",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-12","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","  106",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-13","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   25",",,0,2400","    0",",,0,","    0",",,0,","   83",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-14","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0",",,0,","    0",",,0,","   89",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-15","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   25",",,0,2400","    0",",,0,","    0",",,0,","  100",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-16","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   69",",,0,2400","    0",",,0,","    0",",,0,","  106",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-17","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  100",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-18","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  157",",,0,2400","    0",",,0,","    0",",,0,","  122",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-19","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   36",",,0,2400","    0",",,0,","    0",",,0,","  139",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-20","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  259",",,0,2400","    0",",,0,","    0",",,0,","  139",",,0","   94",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-21","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   58",",,0,2400","    0",",,0,","    0",",,0,","  117",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-22","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    8",",,0,2400","    0",",,0,","    0",",,0,","  111",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-23","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  411",",,0,2400","    0",",,0,","    0",",,0,","  133",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-24","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  216",",,0,2400","    0",",,0,","    0",",,0,","   94",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-25","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   41",",,0,2400","    0",",,0,","    0",",,0,","   94",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-26","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  119",",,0,2400","    0",",,0,","    0",",,0,","  122",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-27","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    3",",,0,2400","    0",",,0,","    0",",,0,","  111",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-28","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   20",",,0,2400","    0",",,0,","    0",",,0,","  111",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-29","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0",",,0,","    0",",,0,","   67",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-11-30","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    3",",,0,2400","    0",",,0,","    0",",,0,","   83",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-01","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   33",",,0,2400","    0",",,0,","    0",",,0,","  111",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-02","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","   78",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-03","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","   89",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-04","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","   72",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-05","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   36",",,0,2400","    0",",,0,","    0",",,0,","   56",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-06","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","   28",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-07","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   13",",,0,2400","    0",",,0,","    0",",,0,","   44",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-08","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","   67",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-09","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","   89",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-10","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","   94",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-11","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   15",",,0,2400","    0",",,0,","    0",",,0,","   56",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-12","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0",",,0,","    0",",,0,","   83",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-13","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   38",",,0,2400","    0",",,0,","    0",",,0,","   89",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-14","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   69",",,0,2400","    0",",,0,","    0",",,0,","   94",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-15","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","  106",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-16","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","   94",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-17","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","  111",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-18","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    3",",,0,2400","    0",",,0,","    0",",,0,","   94",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-19","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","  106",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-20","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0",",,0,","    0",",,0,","   83",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-21","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   69",",,0,2400","    0",",,0,","    0",",,0,","   89",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-22","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  178",",,0,2400","    0",",,0,","    0",",,0,","  122",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-23","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  111",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-24","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   43",",,0,2400","    0",",,0,","    0",",,0,","   94",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-25","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  132",",,0,2400","    0",",,0,","    0",",,0,","   78",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-26","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","  128",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-27","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-28","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  241",",,0,2400","    0",",,0,","    0",",,0,","   78",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-29","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  226",",,0,2400","    0",",,0,","    0",",,0,","   94",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-30","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","  106",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1986-12-31","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   23",",,0,2400","    0",",,0,","    0",",,0,","   89",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1987-01-01","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  140",",,0,2400","    0",",,0,","    0",",,0,","   89",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1987-01-02","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  124",",,0,2400","    0",",,0,","    0",",,0,","   94",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1987-01-03","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","  122",",,0,2400","    0",",,0,","    0",",,0,","  106",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1987-01-04","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","   10",",,0,2400","    0",",,0,","    0",",,0,","   89",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1987-01-05","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0","T,,0,2400","    0",",,0,","    0",",,0,","   78",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094290","1987-01-06","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","    0",",,0,2400","    0",",,0,","    0",",,0,","   67",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
